Alive precision,AliveDate,Bio Name,BioSource,Biography,BirthDate,BornPrecision,Citation,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,IndexLifeCode,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,VisualCase,WikiLink,aproxBirthDate,aproxDeathDate,case
,,Ricimer,Aikin,"Count and Patrician of the Western Empire, and an important civil and military character in the 5th century, was the son of Wallia, daughter of the King of the Visigoths, by a father of Suevian origin. From his youth, he served in the Roman armies, where he acquired great reputation through his warlike exploits, and came to be regarded as the ablest commander of the age. Sidonius Apollinaris accumulates in his character of Ricimer all the excellencies of the most celebrated names in ancient Rome; however, it appears from his actions that they had the alloy of perfidy and unprincipled ambition. In the reign of the Emperor Avitus, being one of the chief commanders of the Barbarian troops that formed the defense of Italy, he destroyed, in the year 456, on the coast of Corsica, a fleet of Genseric the Vandal King, destined to ravage the coasts of Gaul or Italy. This success enabled him to avail himself of the public discontents to depose Avitus and raise Majorian to the throne in 457. The vigor and ability with which this prince maintained his dignity disappointed Ricimer's expectations of enjoying the supreme authority under his name. Ricimer fomented a sedition among the troops at Tortona, where Majorian was encamped on his return from Gaul, and compelled him, in 461, to abdicate the purple, an act soon followed by his death. Ricimer then elevated to the throne one Libius Severus, an obscure man who bore the title of Emperor for four years without performing any imperial function. In that period, and in an interregnum of two years more, Ricimer exercised sovereign authority, amassing treasures, forming a separate army, and negotiating alliances. He cut off a king of the Alans, with all his followers, who had invaded Italy, but he was unable to extend his sway beyond the Alps, where two generals, Egidius in Gaul, and Marcellinus in Dalmatia, maintained themselves in independence. The Barbarian birth of Ricimer prevented his assumption of the purple, and in 467, he concurred in the inauguration of Anthemius, whose daughter he married at the same time. The new Emperor and his potent son-in-law passed some years in union, but eventually, dissensions broke out between them, and Ricimer, withdrawing from Rome, fixed his residence at Milan. There, after a feigned reconciliation with Anthemius, he incited his army to revolt, and with a reinforcement of new Barbarian levies, marched to Rome. After a vigorous resistance, the unfortunate capital was stormed and sacked with every circumstance of cruelty in July 472, and Anthemius, dragged from his concealment, was murdered by order of Ricimer, who caused Olybrius to be proclaimed in his stead. He himself was shortly after carried off by disease, bequeathing the command of his army to his nephew Gundebald, a Burgundian prince.",,,,472.0,d.,99.0,,d.,,,144,Ricimer,Ricimer,17.0,Statesmen and Warriors,Germany,127.0,male,1990.0,D,https://en.wikipedia.org/wiki/Ricimer,427.0,472.0,case2
,,Ripley (George),Watkins,"An English alchemist, who died in 1490. He wrote a work entitled ""A Compound of Alchymie, &c."" and ""Aurum Potabile, or the universal Medicine.""",,,,1490.0,d.,99.0,M,d.,,,77,"Ripley, George",G. Ripley,8.0,Mathematicians &cc Physicians,Great Britain,69.0,male,1991.0,D,https://en.wikipedia.org/wiki/George_Ripley_(alchemist),,,none
,,Robert Bruce,Watkins,"A Scotch gentleman, who opposed John Balliol for the crown of Scotland, which was awarded to the latter by Edward I. of England. When Balliol was deposed, Bruce was elected king, and in 1314 defeated the English in the battle of Bannockburn. He afterwards made peace with Edward III. who renounced all claim to Scotland, for himself and his heirs. Bruce died in 1329, and on his death-bed desired that his heart might be carried to the Holy Land and deposited in the holy sepulcher.",,,,1329.0,d.,99.0,,d.,,,153,"Robert, Bruce",Bruce,26.0,Statesmen and Warriors,,127.0,male,1992.0,D,https://en.wikipedia.org/wiki/Robert_the_Bruce,1284.0,1329.0,case2
fl.,1071.0,,,,,,,,,61.0,M,fl.,,,88,"Robert, Lor",Robert Lor:,19.0,Mathematicians &cc Physicians,,69.0,male,1993.0,A,https://en.wikipedia.org/wiki/Robert_the_Lotharingian,1041.0,1086.0,case3
,,,,,,,,1107.0,d.,99.0,,d.,,,145,"Robert, of Normandy",Robert N.,18.0,Statesmen and Warriors,Great Britain,127.0,male,1994.0,D,https://en.wikipedia.org/wiki/Robert_Fitzhamon,1062.0,1107.0,case2
,,Robert de Courtenay,Crabb,"One of the French emperors of Constantinople, succeeded his father Peter in 1218, and died in 1228, after a weak reign, in which the two kingdoms of Trebizonde and Thessalonica were established.",,,,1228.0,d.,99.0,,d.,,,143,"Robert, the Emperor",Robert E.,16.0,Statesmen and Warriors,France,127.0,male,1995.0,D,"https://en.wikipedia.org/wiki/Robert_I,_Latin_Emperor",1183.0,1228.0,case2
,,Robins (Benjamin),Watkins,"An ingenious mathematician, was born at Bath in 1707, of parents who were Quakers, which profession he quitted and settled in London as a teacher of mathematics. He distinguished himself by confuting a Memoir of Bernoulli's on the Force of Bodies in Motion, and by a demonstration of the last proposition of Newton's Treatise on Quadratures. In 1742, he published his Principles of Gunnery, the result of his own experiments. On the return of Commodore Anson from his voyage around the world, Mr. Robins was employed to prepare the narrative of that famous expedition for the press, which he executed in an admirable manner, though the work passes under the name of Mr. Walker, chaplain of the Centurion. Our author also contributed to the improvements in the royal observatory at Greenwich, and in 1749 was appointed engineer-general to the East India Company. He died at Madras in 1751.",,,,1751.0,d.,99.0,M,d. (LL),44.0,,94,Robins,Robins,25.0,Mathematicians &cc Physicians,Great Britain,69.0,male,1996.0,C,https://en.wikipedia.org/wiki/Benjamin_Robins,1707.0,1751.0,case1
,,"Rochefoucault (Francis, duke of)",Watkins,"An eminent French writer, was born in 1603. He displayed great talents in a military capacity in the war of the Fronde, and for some time lost his sight by the blow of a musket. One of his sons was slain at the passage of the Rhine, and another severely wounded. The duke de Rochefoucault, however, is mostly known as an elegant writer. His works are, 1. Memoirs of the Regency of Anne of Austria, 2 vols. 12mo.; 2. Reflections and Maxims, often printed in one small volume. He died in 1680.",,,Moreri,1680.0,d.,99.0,Cr,d. (LL),67.0,,24,Rochesocault,Rochefocault,2.0,Orators and Critics &cc,France,22.0,male,1997.0,C,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_La_Rochefoucauld_(writer),1613.0,1680.0,case1
,,Roderic of Toledo or Rodericus Ximenius,Crabb,"Archbishop of Toledo, was raised to this see in 1243, and died in 1247, on his return from the general council of Lyons. He wrote a History of Spain, which was published in the collection of Spanish historians, with notes by Andrew Schottus.",,,,1245.0,d.,99.0,H,d.,,,19,"Roderick, Ximenes",Roderic T.,19.0,Historians and Antiquaries Lawyers,Spain,0.0,male,1998.0,D,https://en.wikipedia.org/wiki/Rodrigo_Jim%C3%A9nez_de_Rada,1200.0,1245.0,case2
,,Rodolph I. of Hapsburg,Watkins,"Emperor of Germany, surnamed the Clement, was elected in 1273. He defeated Ottocar, king of Bohemia, who did him homage; but afterward renewing the war, Ottocar lost his kingdom and his life. Rudolph died in 1291, aged 73.",,,,1291.0,d.,99.0,,d. (LL),72.0,,142,Rodolphus,Rodolphus,15.0,Statesmen and Warriors,Germany,127.0,male,1999.0,C,https://en.wikipedia.org/wiki/Rudolf_I_of_Germany,1219.0,1291.0,case1
,,Rodolph III,Crabb,"Succeeded his father, Conrad I, in 994, and died after a reign of 28 years.",,,,1032.0,d.,99.0,,d.,,,142,Rodolphus the 3d of Burgundy,Rodolf 3rd,15.0,Statesmen and Warriors,,127.0,male,2000.0,D,https://en.wikipedia.org/wiki/Rudolph_III_of_Burgundy,987.0,1032.0,case2
fl.,1192.0,,,,,,,,,99.0,H,fl.,,,8,Roger de Hoveden,Hoveden,8.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,2001.0,A,https://en.wikipedia.org/wiki/Roger_of_Howden,1162.0,1207.0,case3
,,,,,,,,1153.0,d.,99.0,,d. (LL),58.0,,143,Roger the 3d of Naples,Roger 3d N.,16.0,Statesmen and Warriors,,127.0,male,2002.0,C,"https://en.wikipedia.org/wiki/Roger_III,_Duke_of_Apulia",1095.0,1153.0,case1
,,Rohault (James),Watkins,"A French philosopher, was born at Amiens in 1620. He studied at Paris, and became a zealous defender of the Cartesian system, of which he published a popular view in 2 volumes. Of this work, Dr. Samuel Clarke gave an edition, with notes, adapting it to the Newtonian system. It has been translated into English, in 2 vols. 8vo. Rohault was also the author of Elements of Mathematics; and a Treatise on Mechanics. He died in 1675.",,,Moreri,1675.0,d.,99.0,M,d. (LL),55.0,,0,Rohault,,,,France,,male,2003.0,C,https://en.wikipedia.org/wiki/Jacques_Rohault,1620.0,1675.0,case1
fl. ab.,1220.0,,,,,,,,,99.0,Ph,fl. ab.,,,73,Roland,Roland,4.0,Mathematicians &cc Physicians,Italy,69.0,male,2004.0,B,https://en.wikipedia.org/wiki/Roland_of_Cremona,1190.0,1235.0,case13
,,Rollin (Charles),Watkins,"A celebrated writer, was born at Paris in 1661. After studying in the college of Pleiss and at the Sorbonne, he became successively professor of languages, rhetoric, and eloquence. In 1694, he was appointed rector of the university of Paris, which flourished uncommonly under his direction. He revived the study of the Greek and introduced many important regulations in the academical exercises. He died in 1741. His works are: 1. An editor of Quintilian, 2 vols.; 2. Treatise on Studying and Teaching the Belles Lettres, 4 vols.; 3. Ancient History of the Egyptians, Carthaginians, Babylonians, &c. 13 Vols.; 4. The Roman History from the Foundation of that City to the Battle of Actium; 5. Miscellaneous Pieces, as Lectures, Discourses, &c.",,,Moreri,1741.0,d.,99.0,Cr,d. (LL),80.0,,31,Rollin,Rollin,9.0,Orators and Critics &cc,France,22.0,male,2005.0,C,https://en.wikipedia.org/wiki/Charles_Rollin,1661.0,1741.0,case1
,,Rollo,Watkins,"A chieftain of Norway, who being driven from that country by the king of Denmark, landed in Normandy, which was ceded to him by Charles the Simple in 912. Rollo embraced the Christian religion, and was baptized by the name of Robert. He assumed the title of Duke of Normandy and was the ancestor of William the Conqueror.",,,Moreri,917.0,d.,99.0,,d.,,,147,Rollo,Rollo,20.0,Statesmen and Warriors,,127.0,male,2006.0,D,https://en.wikipedia.org/wiki/Rollo,872.0,917.0,case2
fl.,-627.0,Romulus,Watkins,"The founder of Rome and brother of Remus was the son of Rhea Sylvia, the daughter of Numitor, the king of Alba. She was placed among the vestals, but being delivered of these two children at birth, declared that the god Mars was their father. Amulius, who had usurped the throne of Numitor, his brother, caused the children to be thrown into the Tiber, where they were found by Faustulus. Upon coming of age, they discovered their origin, put Amulius to death, and reinstated Numitor. A difference, however, arose between the two brothers, and Romulus put Remus to death. He later founded the city of Rome by collecting a number of strangers and died in 715 BC.",,,Plutarch,,,99.0,,fl.,,,149,Romulus,Romulus,22.0,Statesmen and Warriors,Italy,127.0,male,2007.0,A,https://en.wikipedia.org/wiki/Romulus,-657.0,-612.0,case3
,,Ronsard (Peter de),Watkins,"A French poet, was born in the Vendomois, in 1524. He was page to the duke of Orleans, and afterwards served James V. king of Scotland, in which country he remained two years, and then returned to France, where he was employed in several negotiations of importance. He obtained fome eccleiatical benefices, and died in 1585. His poems were in his age so much esteemed as to procure him the title of the Poet of France. They were printed at Paris in 6 vols. 4to. in 1567.",,,Moreri,1585.0,d.,99.0,P,d. (LL),61.0,,48,Ronsard,Ronsard,5.0,Artists Poets,France,43.0,male,2008.0,C,https://en.wikipedia.org/wiki/Pierre_de_Ronsard,1524.0,1585.0,case1
,,Rooke (Sir George),Watkins,"A gallant admiral, was born of an ancient family in Kent, in 1650. He entered early into the navy, and rose by his merit to the first honours of his profession. He gave eminent proofs of his skill and courage in many expeditions, particularly in burning the French ships at La Hogue, and in the glorious action off Vigo. July 23, 1703, he took Gibraltar by bombardment, after which he obtained a decisive victory over the French fleet off Malaga. Notwithstanding these eminent services, he was, by the influence of the whig party, obliged to resign the command, and to retire to his estate in Kent, where he died in 1709.",,,,1708.0,d.,99.0,,d. (LL),47.0,,134,"Rooke, George",Rooke,7.0,Statesmen and Warriors,Great Britain,127.0,male,2009.0,C,https://en.wikipedia.org/wiki/George_Rooke,1661.0,1708.0,case1
fl.,-50.0,Roscius (Quintus),Watkins,"A native of Gaul, who was contemporary with the celebrated performer Aesop, and became the most famous actor of his age. Cicero, who speaks in the highest terms of his talents, undertook his defence against Fannius. The Roman Hate assigned him a considerable pension, which he appears to have deserved as much by his virtues as his abilities. He died about 61 B.C.",,,,,,99.0,Act,fl.,,,66,Roscius,Roscius,23.0,Artists Poets,Italy,43.0,male,2010.0,A,https://en.wikipedia.org/wiki/Quintus_Roscius_Gallus,-80.0,-35.0,case3
,,Rotharis,Aikin,"King and legislator of the Lombards, was Duke of Brescia at the time of the death of King Ariovald in 638, who left a widow named Gundeberg, and no male issue. The Lombard nobles gave Gundeberg the privilege of raising to the throne the person she should choose for a husband, and her choice fell upon Rotharis. He repudiated his wife for the sake of his royal spouse, whom he promised to maintain in the dignity of queen. He was, however, an Arian and she a Catholic; and either in consequence of that diirerence, or some other cause of dissention, he violated his obligation, and shut her up in an apartment of the palace of Pavia, till, after a confinement of five years, she was restored to her rank through the mediation of Clovis II. Rotharis, soon after his election, had to contend against the opposition of some disaffected nobles, which he quelled with great severity, and afterwards reigned with equal glory and prosperity at home and abroad. Not conceiving himself bound by the treaty his predecessor had made with the exarch of the empire, he suddenly broke into the province of the Cottian Alps, which he reduced, and then made himself master of all the towns in the Venetian province. The exarch in the meantime made an incursion into the Lombard territory, which called away Rotharis from his conquests; and an engagement ensued, in which the exarch was totally defeated, and obliged to save the relics of his army by flight. Rotharis likewise penetrated into Liguria, and took Genoa, Albenga, and other maritime towns, which he pillaged and dismantled, carrying away the inhabitants as prisoners. It was much more to his praise that he was the first who gave to his nation a code of written laws. In the fifth year of his reign he summoned a general diet of his nobles at Pavia, where, with their consent, he enacted a number of laws, which were made public in an edict issued in 643, consisting of 386 articles. Although many of these have the stamp of a rude age and people, yet they are accounted more judicious than the laws of some other barbaric people; and it is observable that Rotharis was sufficiently enlightened to deride the superstition of witchcraft, and protect the victims of that imputed crime from popular rage. He also practised religious toleration, and provided in all the cities of his kingdom a bishop for each of the two persuasions, the Arian and the Catholic. After having filled the Lombard throne for 15 years and 4 months, with the character of the most illustrious prince of his time, he died in 653, at the age of 47.",,,,652.0,d.,100.0,,d.,,,144,Rotharis the Lombard,Rotharis,17.0,Statesmen and Warriors,Italy,127.0,male,2011.0,D,https://en.wikipedia.org/wiki/Rothari,607.0,652.0,case2
